S,Q,Std,X,R,V,W
8,45,15,30,27.8125,"30,60,0,0","0.5,0.5,0,0"
8,55,15,40,36.25,"40,70,0,0","0.5,0.5,0,0"
8,50,10,60,64.375,"60,40,0,0","0.5,0.5,0,0"
8,55,5,60,58.125,"50,60,0,0","0.5,0.5,0,0"
8,55,5,60,53.125,"50,60,0,0","0.5,0.5,0,0"
8,50,20,30,25.3125,"30,70,0,0","0.5,0.5,0,0"
8,55,5,50,28.125,"50,60,0,0","0.5,0.5,0,0"
8,40,0,40,34.0625,"40,0,0,0","1,0,0,0"
8,50,20,70,50.9375,"30,70,0,0","0.5,0.5,0,0"
8,50,0,50,57.1875,"50,0,0,0","1,0,0,0"
8,60,0,60,56.5625,"60,0,0,0","1,0,0,0"
8,55,15,40,49.0625,"40,70,0,0","0.5,0.5,0,0"
8,45,5,40,49.375,"40,50,0,0","0.5,0.5,0,0"
8,45,5,50,45.3125,"40,50,0,0","0.5,0.5,0,0"
8,30,0,30,33.75,"30,0,0,0","1,0,0,0"
8,45,15,60,33.125,"30,60,0,0","0.5,0.5,0,0"
8,55,15,70,61.5625,"40,70,0,0","0.5,0.5,0,0"
8,50,10,60,54.6875,"60,40,0,0","0.5,0.5,0,0"
8,50,10,40,43.125,"60,40,0,0","0.5,0.5,0,0"
8,45,15,30,31.875,"30,60,0,0","0.5,0.5,0,0"
8,45,15,30,33.4375,"30,60,0,0","0.5,0.5,0,0"
8,45,15,60,56.25,"30,60,0,0","0.5,0.5,0,0"
8,50,10,40,52.5,"60,40,0,0","0.5,0.5,0,0"
8,55,5,50,46.5625,"50,60,0,0","0.5,0.5,0,0"
8,30,0,30,25.9375,"30,0,0,0","1,0,0,0"
8,50,20,70,65.9375,"30,70,0,0","0.5,0.5,0,0"
8,45,5,50,50.3125,"40,50,0,0","0.5,0.5,0,0"
8,60,0,60,54.6875,"60,0,0,0","1,0,0,0"
8,55,15,70,67.1875,"40,70,0,0","0.5,0.5,0,0"
8,50,20,30,22.5,"30,70,0,0","0.5,0.5,0,0"
8,50,0,50,35.9375,"50,0,0,0","1,0,0,0"
8,40,0,40,28.125,"40,0,0,0","1,0,0,0"
8,55,5,60,32.8125,"50,60,0,0","0.5,0.5,0,0"
8,55,15,40,34.375,"40,70,0,0","0.5,0.5,0,0"
8,45,5,40,38.75,"40,50,0,0","0.5,0.5,0,0"
8,50,10,60,60.625,"60,40,0,0","0.5,0.5,0,0"
8,40,0,40,49.0625,"40,0,0,0","1,0,0,0"
8,55,15,40,62.5,"40,70,0,0","0.5,0.5,0,0"
8,45,5,50,46.875,"40,50,0,0","0.5,0.5,0,0"
8,45,5,40,44.0625,"40,50,0,0","0.5,0.5,0,0"
8,30,0,30,20.3125,"30,0,0,0","1,0,0,0"
8,50,20,70,66.25,"30,70,0,0","0.5,0.5,0,0"
8,50,10,60,55.3125,"60,40,0,0","0.5,0.5,0,0"
8,55,5,50,53.4375,"50,60,0,0","0.5,0.5,0,0"
8,50,10,40,59.6875,"60,40,0,0","0.5,0.5,0,0"
8,60,0,60,56.5625,"60,0,0,0","1,0,0,0"
8,55,15,70,67.5,"40,70,0,0","0.5,0.5,0,0"
8,45,15,30,45.625,"30,60,0,0","0.5,0.5,0,0"
8,50,20,30,48.125,"30,70,0,0","0.5,0.5,0,0"
8,55,5,60,65.625,"50,60,0,0","0.5,0.5,0,0"
8,45,15,60,68.75,"30,60,0,0","0.5,0.5,0,0"
8,50,0,50,37.1875,"50,0,0,0","1,0,0,0"
9,55,5,60,59.375,"50,60,0,0","0.5,0.5,0,0"
9,40,0,40,40,"40,0,0,0","1,0,0,0"
9,50,20,30,30.625,"30,70,0,0","0.5,0.5,0,0"
9,50,20,70,69.6875,"30,70,0,0","0.5,0.5,0,0"
9,55,15,40,49.375,"40,70,0,0","0.5,0.5,0,0"
9,60,0,60,62.5,"60,0,0,0","1,0,0,0"
9,45,15,60,61.25,"30,60,0,0","0.5,0.5,0,0"
9,45,5,40,41.5625,"40,50,0,0","0.5,0.5,0,0"
9,45,5,50,54.6875,"40,50,0,0","0.5,0.5,0,0"
9,55,5,50,54.375,"50,60,0,0","0.5,0.5,0,0"
9,55,15,70,72.5,"40,70,0,0","0.5,0.5,0,0"
9,50,0,50,51.25,"50,0,0,0","1,0,0,0"
9,45,15,30,26.25,"30,60,0,0","0.5,0.5,0,0"
9,50,10,60,50,"60,40,0,0","0.5,0.5,0,0"
9,30,0,30,31.5625,"30,0,0,0","1,0,0,0"
9,50,10,40,43.75,"60,40,0,0","0.5,0.5,0,0"
9,55,15,40,40.9375,"40,70,0,0","0.5,0.5,0,0"
9,45,5,40,51.875,"40,50,0,0","0.5,0.5,0,0"
9,30,0,30,31.875,"30,0,0,0","1,0,0,0"
9,60,0,60,60.9375,"60,0,0,0","1,0,0,0"
9,55,15,70,45.3125,"40,70,0,0","0.5,0.5,0,0"
9,50,20,30,29.375,"30,70,0,0","0.5,0.5,0,0"
9,50,10,60,60.9375,"60,40,0,0","0.5,0.5,0,0"
9,55,5,50,39.6875,"50,60,0,0","0.5,0.5,0,0"
9,55,5,60,58.4375,"50,60,0,0","0.5,0.5,0,0"
9,40,0,40,40,"40,0,0,0","1,0,0,0"
9,45,15,30,34.0625,"30,60,0,0","0.5,0.5,0,0"
9,45,15,60,64.375,"30,60,0,0","0.5,0.5,0,0"
9,50,10,40,59.375,"60,40,0,0","0.5,0.5,0,0"
9,45,5,50,50.3125,"40,50,0,0","0.5,0.5,0,0"
9,50,0,50,52.1875,"50,0,0,0","1,0,0,0"
9,50,20,70,68.4375,"30,70,0,0","0.5,0.5,0,0"
9,55,5,60,54.6875,"50,60,0,0","0.5,0.5,0,0"
9,50,0,50,49.0625,"50,0,0,0","1,0,0,0"
9,45,5,50,49.375,"40,50,0,0","0.5,0.5,0,0"
9,50,10,40,59.375,"60,40,0,0","0.5,0.5,0,0"
9,40,0,40,55.625,"40,0,0,0","1,0,0,0"
9,60,0,60,68.4375,"60,0,0,0","1,0,0,0"
9,55,15,40,46.5625,"40,70,0,0","0.5,0.5,0,0"
9,45,5,40,52.8125,"40,50,0,0","0.5,0.5,0,0"
9,50,20,30,28.125,"30,70,0,0","0.5,0.5,0,0"
9,50,20,70,70,"30,70,0,0","0.5,0.5,0,0"
9,55,15,70,68.75,"40,70,0,0","0.5,0.5,0,0"
9,30,0,30,36.875,"30,0,0,0","1,0,0,0"
9,50,10,60,44.0625,"60,40,0,0","0.5,0.5,0,0"
9,45,15,60,56.25,"30,60,0,0","0.5,0.5,0,0"
9,45,15,30,30.9375,"30,60,0,0","0.5,0.5,0,0"
9,55,5,50,63.125,"50,60,0,0","0.5,0.5,0,0"
9,50,10,40,56.25,"60,40,0,0","0.5,0.5,0,0"
9,40,0,40,40,"40,0,0,0","1,0,0,0"
9,45,5,50,50.9375,"40,50,0,0","0.5,0.5,0,0"
9,50,0,50,56.5625,"50,0,0,0","1,0,0,0"
9,50,10,60,59.6875,"60,40,0,0","0.5,0.5,0,0"
9,45,15,60,57.1875,"30,60,0,0","0.5,0.5,0,0"
9,30,0,30,30.3125,"30,0,0,0","1,0,0,0"
9,45,15,30,31.25,"30,60,0,0","0.5,0.5,0,0"
9,50,20,30,66.5625,"30,70,0,0","0.5,0.5,0,0"
9,60,0,60,63.75,"60,0,0,0","1,0,0,0"
9,55,5,50,54.6875,"50,60,0,0","0.5,0.5,0,0"
9,55,15,70,72.5,"40,70,0,0","0.5,0.5,0,0"
9,45,5,40,39.375,"40,50,0,0","0.5,0.5,0,0"
9,55,5,60,64.0625,"50,60,0,0","0.5,0.5,0,0"
9,50,20,70,44.6875,"30,70,0,0","0.5,0.5,0,0"
9,55,15,40,42.8125,"40,70,0,0","0.5,0.5,0,0"
9,55,5,60,61.5625,"50,60,0,0","0.5,0.5,0,0"
9,30,0,30,33.4375,"30,0,0,0","1,0,0,0"
9,45,15,30,30.3125,"30,60,0,0","0.5,0.5,0,0"
9,50,0,50,52.5,"50,0,0,0","1,0,0,0"
9,50,20,70,66.875,"30,70,0,0","0.5,0.5,0,0"
9,40,0,40,39.6875,"40,0,0,0","1,0,0,0"
9,50,10,40,61.875,"60,40,0,0","0.5,0.5,0,0"
9,55,15,70,68.125,"40,70,0,0","0.5,0.5,0,0"
9,55,15,40,45.3125,"40,70,0,0","0.5,0.5,0,0"
9,50,20,30,32.8125,"30,70,0,0","0.5,0.5,0,0"
9,55,5,50,62.1875,"50,60,0,0","0.5,0.5,0,0"
9,50,10,60,64.0625,"60,40,0,0","0.5,0.5,0,0"
9,45,5,40,53.75,"40,50,0,0","0.5,0.5,0,0"
9,60,0,60,57.5,"60,0,0,0","1,0,0,0"
9,45,5,50,54.6875,"40,50,0,0","0.5,0.5,0,0"
9,45,15,60,56.875,"30,60,0,0","0.5,0.5,0,0"
10,55,15,70,72.8125,"40,70,0,0","0.5,0.5,0,0"
10,50,10,60,44.0625,"60,40,0,0","0.5,0.5,0,0"
10,45,15,60,58.75,"30,60,0,0","0.5,0.5,0,0"
10,30,0,30,33.75,"30,0,0,0","1,0,0,0"
10,55,5,60,55.9375,"50,60,0,0","0.5,0.5,0,0"
10,50,10,40,24.6875,"60,40,0,0","0.5,0.5,0,0"
10,45,5,50,33.125,"40,50,0,0","0.5,0.5,0,0"
10,45,15,30,18.75,"30,60,0,0","0.5,0.5,0,0"
10,50,0,50,35.9375,"50,0,0,0","1,0,0,0"
10,60,0,60,51.5625,"60,0,0,0","1,0,0,0"
10,55,15,40,34.0625,"40,70,0,0","0.5,0.5,0,0"
10,55,5,50,47.1875,"50,60,0,0","0.5,0.5,0,0"
10,40,0,40,31.5625,"40,0,0,0","1,0,0,0"
10,50,20,70,56.875,"30,70,0,0","0.5,0.5,0,0"
10,50,20,30,23.125,"30,70,0,0","0.5,0.5,0,0"
10,45,5,40,31.25,"40,50,0,0","0.5,0.5,0,0"
10,30,0,30,18.75,"30,0,0,0","1,0,0,0"
10,45,5,50,40.9375,"40,50,0,0","0.5,0.5,0,0"
10,50,0,50,48.75,"50,0,0,0","1,0,0,0"
10,45,5,40,29.6875,"40,50,0,0","0.5,0.5,0,0"
10,40,0,40,16.25,"40,0,0,0","1,0,0,0"
10,45,15,60,49.375,"30,60,0,0","0.5,0.5,0,0"
10,50,20,70,56.25,"30,70,0,0","0.5,0.5,0,0"
10,50,20,30,17.1875,"30,70,0,0","0.5,0.5,0,0"
10,55,5,50,45.625,"50,60,0,0","0.5,0.5,0,0"
10,55,5,60,51.5625,"50,60,0,0","0.5,0.5,0,0"
10,45,15,30,18.4375,"30,60,0,0","0.5,0.5,0,0"
10,50,10,60,42.5,"60,40,0,0","0.5,0.5,0,0"
10,50,10,40,29.375,"60,40,0,0","0.5,0.5,0,0"
10,55,15,40,27.5,"40,70,0,0","0.5,0.5,0,0"
10,55,15,70,54.6875,"40,70,0,0","0.5,0.5,0,0"
10,60,0,60,46.25,"60,0,0,0","1,0,0,0"
10,45,5,50,38.4375,"40,50,0,0","0.5,0.5,0,0"
10,55,5,60,47.1875,"50,60,0,0","0.5,0.5,0,0"
10,50,20,70,51.875,"30,70,0,0","0.5,0.5,0,0"
10,45,5,40,29.6875,"40,50,0,0","0.5,0.5,0,0"
10,50,10,60,43.4375,"60,40,0,0","0.5,0.5,0,0"
10,45,15,30,19.0625,"30,60,0,0","0.5,0.5,0,0"
10,40,0,40,25.3125,"40,0,0,0","1,0,0,0"
10,50,0,50,37.1875,"50,0,0,0","1,0,0,0"
10,30,0,30,10.3125,"30,0,0,0","1,0,0,0"
10,55,15,40,16.25,"40,70,0,0","0.5,0.5,0,0"
10,60,0,60,34.0625,"60,0,0,0","1,0,0,0"
10,50,10,40,19.375,"60,40,0,0","0.5,0.5,0,0"
10,55,15,70,46.875,"40,70,0,0","0.5,0.5,0,0"
10,45,15,60,47.8125,"30,60,0,0","0.5,0.5,0,0"
10,55,5,50,48.4375,"50,60,0,0","0.5,0.5,0,0"
10,50,20,30,18.4375,"30,70,0,0","0.5,0.5,0,0"
10,50,0,50,35.9375,"50,0,0,0","1,0,0,0"
10,50,20,70,46.5625,"30,70,0,0","0.5,0.5,0,0"
10,45,15,60,44.6875,"30,60,0,0","0.5,0.5,0,0"
10,30,0,30,20.3125,"30,0,0,0","1,0,0,0"
10,55,15,40,24.375,"40,70,0,0","0.5,0.5,0,0"
10,55,15,70,48.4375,"40,70,0,0","0.5,0.5,0,0"
10,45,5,50,42.5,"40,50,0,0","0.5,0.5,0,0"
10,55,5,60,47.8125,"50,60,0,0","0.5,0.5,0,0"
10,45,5,40,27.1875,"40,50,0,0","0.5,0.5,0,0"
10,50,10,60,43.4375,"60,40,0,0","0.5,0.5,0,0"
10,55,5,50,44.0625,"50,60,0,0","0.5,0.5,0,0"
10,50,20,30,24.6875,"30,70,0,0","0.5,0.5,0,0"
10,40,0,40,23.125,"40,0,0,0","1,0,0,0"
10,50,10,40,26.875,"60,40,0,0","0.5,0.5,0,0"
10,45,15,30,18.125,"30,60,0,0","0.5,0.5,0,0"
10,60,0,60,37.8125,"60,0,0,0","1,0,0,0"
10,45,5,40,22.1875,"40,50,0,0","0.5,0.5,0,0"
10,50,20,30,8.75,"30,70,0,0","0.5,0.5,0,0"
10,45,15,60,26.875,"30,60,0,0","0.5,0.5,0,0"
10,45,15,30,26.5625,"30,60,0,0","0.5,0.5,0,0"
10,55,15,70,37.5,"40,70,0,0","0.5,0.5,0,0"
10,50,20,70,47.8125,"30,70,0,0","0.5,0.5,0,0"
10,50,10,40,29.6875,"60,40,0,0","0.5,0.5,0,0"
10,55,15,40,14.375,"40,70,0,0","0.5,0.5,0,0"
10,40,0,40,23.75,"40,0,0,0","1,0,0,0"
10,45,5,50,34.0625,"40,50,0,0","0.5,0.5,0,0"
10,30,0,30,8.125,"30,0,0,0","1,0,0,0"
10,55,5,60,42.8125,"50,60,0,0","0.5,0.5,0,0"
10,60,0,60,45,"60,0,0,0","1,0,0,0"
10,50,0,50,44.0625,"50,0,0,0","1,0,0,0"
10,50,10,60,46.5625,"60,40,0,0","0.5,0.5,0,0"
10,55,5,50,36.875,"50,60,0,0","0.5,0.5,0,0"
11,50,20,70,22.1875,"30,70,0,0","0.5,0.5,0,0"
11,55,5,50,22.8125,"50,60,0,0","0.5,0.5,0,0"
11,45,5,50,23.75,"40,50,0,0","0.5,0.5,0,0"
11,55,5,60,25.625,"50,60,0,0","0.5,0.5,0,0"
11,55,15,40,23.125,"40,70,0,0","0.5,0.5,0,0"
11,30,0,30,14.6875,"30,0,0,0","1,0,0,0"
11,40,0,40,21.25,"40,0,0,0","1,0,0,0"
11,45,15,60,22.8125,"30,60,0,0","0.5,0.5,0,0"
11,50,10,40,16.875,"60,40,0,0","0.5,0.5,0,0"
11,45,5,40,21.875,"40,50,0,0","0.5,0.5,0,0"
11,60,0,60,26.875,"60,0,0,0","1,0,0,0"
11,50,10,60,21.875,"60,40,0,0","0.5,0.5,0,0"
11,50,0,50,20.9375,"50,0,0,0","1,0,0,0"
11,50,20,30,8.75,"30,70,0,0","0.5,0.5,0,0"
11,55,15,70,23.75,"40,70,0,0","0.5,0.5,0,0"
11,45,15,30,16.5625,"30,60,0,0","0.5,0.5,0,0"
11,55,5,50,17.1875,"50,60,0,0","0.5,0.5,0,0"
11,55,15,40,18.4375,"40,70,0,0","0.5,0.5,0,0"
11,45,5,40,20.9375,"40,50,0,0","0.5,0.5,0,0"
11,40,0,40,17.5,"40,0,0,0","1,0,0,0"
11,50,10,40,19.6875,"60,40,0,0","0.5,0.5,0,0"
11,60,0,60,25.625,"60,0,0,0","1,0,0,0"
11,50,20,30,15.3125,"30,70,0,0","0.5,0.5,0,0"
11,50,10,60,30.3125,"60,40,0,0","0.5,0.5,0,0"
11,50,20,70,26.875,"30,70,0,0","0.5,0.5,0,0"
11,55,15,70,30.3125,"40,70,0,0","0.5,0.5,0,0"
11,45,5,50,25,"40,50,0,0","0.5,0.5,0,0"
11,50,0,50,23.4375,"50,0,0,0","1,0,0,0"
11,45,15,30,15,"30,60,0,0","0.5,0.5,0,0"
11,45,15,60,19.0625,"30,60,0,0","0.5,0.5,0,0"
11,55,5,60,20,"50,60,0,0","0.5,0.5,0,0"
11,30,0,30,14.0625,"30,0,0,0","1,0,0,0"
11,50,10,60,25,"60,40,0,0","0.5,0.5,0,0"
11,45,15,30,14.375,"30,60,0,0","0.5,0.5,0,0"
11,50,20,30,14.0625,"30,70,0,0","0.5,0.5,0,0"
11,55,5,60,23.125,"50,60,0,0","0.5,0.5,0,0"
11,55,15,70,30.625,"40,70,0,0","0.5,0.5,0,0"
11,50,0,50,29.375,"50,0,0,0","1,0,0,0"
11,50,20,70,31.25,"30,70,0,0","0.5,0.5,0,0"
11,60,0,60,29.0625,"60,0,0,0","1,0,0,0"
11,45,15,60,24.0625,"30,60,0,0","0.5,0.5,0,0"
11,45,5,40,22.5,"40,50,0,0","0.5,0.5,0,0"
11,45,5,50,24.0625,"40,50,0,0","0.5,0.5,0,0"
11,55,5,50,27.1875,"50,60,0,0","0.5,0.5,0,0"
11,30,0,30,16.5625,"30,0,0,0","1,0,0,0"
11,40,0,40,27.8125,"40,0,0,0","1,0,0,0"
11,50,10,40,22.5,"60,40,0,0","0.5,0.5,0,0"
11,55,15,40,24.6875,"40,70,0,0","0.5,0.5,0,0"
11,55,5,60,29.6875,"50,60,0,0","0.5,0.5,0,0"
11,50,10,40,24.6875,"60,40,0,0","0.5,0.5,0,0"
11,55,15,70,29.0625,"40,70,0,0","0.5,0.5,0,0"
11,30,0,30,17.8125,"30,0,0,0","1,0,0,0"
11,50,0,50,17.5,"50,0,0,0","1,0,0,0"
11,45,15,30,14.375,"30,60,0,0","0.5,0.5,0,0"
11,45,5,40,18.4375,"40,50,0,0","0.5,0.5,0,0"
11,40,0,40,18.125,"40,0,0,0","1,0,0,0"
11,50,20,70,25.9375,"30,70,0,0","0.5,0.5,0,0"
11,55,15,40,25,"40,70,0,0","0.5,0.5,0,0"
11,50,20,30,15.9375,"30,70,0,0","0.5,0.5,0,0"
11,45,15,60,28.4375,"30,60,0,0","0.5,0.5,0,0"
11,60,0,60,28.75,"60,0,0,0","1,0,0,0"
11,55,5,50,28.75,"50,60,0,0","0.5,0.5,0,0"
11,45,5,50,27.5,"40,50,0,0","0.5,0.5,0,0"
11,50,10,60,30.625,"60,40,0,0","0.5,0.5,0,0"
11,55,5,60,26.25,"50,60,0,0","0.5,0.5,0,0"
11,50,0,50,19.0625,"50,0,0,0","1,0,0,0"
11,45,15,60,18.75,"30,60,0,0","0.5,0.5,0,0"
11,45,15,30,13.125,"30,60,0,0","0.5,0.5,0,0"
11,50,20,30,8.4375,"30,70,0,0","0.5,0.5,0,0"
11,30,0,30,6.5625,"30,0,0,0","1,0,0,0"
11,50,10,60,24.6875,"60,40,0,0","0.5,0.5,0,0"
11,55,5,50,19.375,"50,60,0,0","0.5,0.5,0,0"
11,50,20,70,26.25,"30,70,0,0","0.5,0.5,0,0"
11,60,0,60,27.5,"60,0,0,0","1,0,0,0"
11,50,10,40,17.8125,"60,40,0,0","0.5,0.5,0,0"
11,45,5,40,18.125,"40,50,0,0","0.5,0.5,0,0"
11,40,0,40,18.75,"40,0,0,0","1,0,0,0"
11,55,15,40,10.9375,"40,70,0,0","0.5,0.5,0,0"
11,55,15,70,24.0625,"40,70,0,0","0.5,0.5,0,0"
11,45,5,50,27.1875,"40,50,0,0","0.5,0.5,0,0"
12,55,5,50,45.625,"50,60,0,0","0.5,0.5,0,0"
12,45,5,40,33.4375,"40,50,0,0","0.5,0.5,0,0"
12,50,10,40,41.25,"60,40,0,0","0.5,0.5,0,0"
12,50,20,30,27.8125,"30,70,0,0","0.5,0.5,0,0"
12,55,5,60,47.1875,"50,60,0,0","0.5,0.5,0,0"
12,50,10,60,51.875,"60,40,0,0","0.5,0.5,0,0"
12,50,0,50,43.75,"50,0,0,0","1,0,0,0"
12,45,5,50,51.5625,"40,50,0,0","0.5,0.5,0,0"
12,50,20,70,57.1875,"30,70,0,0","0.5,0.5,0,0"
12,55,15,40,45.625,"40,70,0,0","0.5,0.5,0,0"
12,40,0,40,36.5625,"40,0,0,0","1,0,0,0"
12,60,0,60,54.375,"60,0,0,0","1,0,0,0"
12,45,15,60,43.4375,"30,60,0,0","0.5,0.5,0,0"
12,30,0,30,28.4375,"30,0,0,0","1,0,0,0"
12,45,15,30,29.375,"30,60,0,0","0.5,0.5,0,0"
12,55,15,70,56.5625,"40,70,0,0","0.5,0.5,0,0"
12,55,15,70,55.625,"40,70,0,0","0.5,0.5,0,0"
12,55,5,50,55.625,"50,60,0,0","0.5,0.5,0,0"
12,30,0,30,29.375,"30,0,0,0","1,0,0,0"
12,45,5,50,38.125,"40,50,0,0","0.5,0.5,0,0"
12,55,15,40,41.25,"40,70,0,0","0.5,0.5,0,0"
12,55,5,60,32.8125,"50,60,0,0","0.5,0.5,0,0"
12,45,15,30,28.75,"30,60,0,0","0.5,0.5,0,0"
12,60,0,60,53.4375,"60,0,0,0","1,0,0,0"
12,50,0,50,37.8125,"50,0,0,0","1,0,0,0"
12,50,10,60,48.4375,"60,40,0,0","0.5,0.5,0,0"
12,50,20,70,62.5,"30,70,0,0","0.5,0.5,0,0"
12,45,15,60,32.5,"30,60,0,0","0.5,0.5,0,0"
12,45,5,40,38.4375,"40,50,0,0","0.5,0.5,0,0"
12,50,20,30,27.5,"30,70,0,0","0.5,0.5,0,0"
12,40,0,40,17.8125,"40,0,0,0","1,0,0,0"
12,50,0,50,29.6875,"50,0,0,0","1,0,0,0"
12,55,15,40,30,"40,70,0,0","0.5,0.5,0,0"
12,45,15,30,40.3125,"30,60,0,0","0.5,0.5,0,0"
12,55,5,50,39.375,"50,60,0,0","0.5,0.5,0,0"
12,45,5,40,39.375,"40,50,0,0","0.5,0.5,0,0"
12,50,20,30,41.5625,"30,70,0,0","0.5,0.5,0,0"
12,45,15,60,50.3125,"30,60,0,0","0.5,0.5,0,0"
12,30,0,30,40.3125,"30,0,0,0","1,0,0,0"
12,55,15,70,62.5,"40,70,0,0","0.5,0.5,0,0"
12,55,5,60,48.4375,"50,60,0,0","0.5,0.5,0,0"
12,45,5,50,40,"40,50,0,0","0.5,0.5,0,0"
12,40,0,40,23.75,"40,0,0,0","1,0,0,0"
12,50,10,40,25.3125,"60,40,0,0","0.5,0.5,0,0"
12,60,0,60,52.5,"60,0,0,0","1,0,0,0"
12,50,20,70,49.375,"30,70,0,0","0.5,0.5,0,0"
12,50,10,60,46.875,"60,40,0,0","0.5,0.5,0,0"
12,45,15,60,38.75,"30,60,0,0","0.5,0.5,0,0"
12,50,20,30,46.875,"30,70,0,0","0.5,0.5,0,0"
12,50,10,40,31.25,"60,40,0,0","0.5,0.5,0,0"
12,50,10,60,39.6875,"60,40,0,0","0.5,0.5,0,0"
12,60,0,60,59.6875,"60,0,0,0","1,0,0,0"
12,55,5,50,49.375,"50,60,0,0","0.5,0.5,0,0"
12,50,20,70,39.0625,"30,70,0,0","0.5,0.5,0,0"
12,45,5,40,37.8125,"40,50,0,0","0.5,0.5,0,0"
12,55,5,60,39.375,"50,60,0,0","0.5,0.5,0,0"
12,45,5,50,43.125,"40,50,0,0","0.5,0.5,0,0"
12,50,0,50,40,"50,0,0,0","1,0,0,0"
12,40,0,40,36.5625,"40,0,0,0","1,0,0,0"
12,30,0,30,22.5,"30,0,0,0","1,0,0,0"
12,45,15,30,21.5625,"30,60,0,0","0.5,0.5,0,0"
12,55,15,40,34.0625,"40,70,0,0","0.5,0.5,0,0"
12,55,15,70,44.0625,"40,70,0,0","0.5,0.5,0,0"
12,50,0,50,37.5,"50,0,0,0","1,0,0,0"
12,30,0,30,27.8125,"30,0,0,0","1,0,0,0"
12,50,20,30,31.875,"30,70,0,0","0.5,0.5,0,0"
12,50,10,40,41.25,"60,40,0,0","0.5,0.5,0,0"
12,55,15,40,21.875,"40,70,0,0","0.5,0.5,0,0"
12,40,0,40,38.75,"40,0,0,0","1,0,0,0"
12,45,15,60,49.6875,"30,60,0,0","0.5,0.5,0,0"
12,45,5,40,44.375,"40,50,0,0","0.5,0.5,0,0"
12,50,20,70,57.1875,"30,70,0,0","0.5,0.5,0,0"
12,45,15,30,46.25,"30,60,0,0","0.5,0.5,0,0"
12,55,15,70,52.1875,"40,70,0,0","0.5,0.5,0,0"
12,55,5,50,47.1875,"50,60,0,0","0.5,0.5,0,0"
12,45,5,50,37.1875,"40,50,0,0","0.5,0.5,0,0"
12,50,10,60,57.8125,"60,40,0,0","0.5,0.5,0,0"
12,55,5,60,39.375,"50,60,0,0","0.5,0.5,0,0"
12,60,0,60,36.25,"60,0,0,0","1,0,0,0"
14,30,0,30,22.5,"30,0,0,0","1,0,0,0"
14,55,5,60,25,"50,60,0,0","0.5,0.5,0,0"
14,50,20,30,29.375,"30,70,0,0","0.5,0.5,0,0"
14,60,0,60,29.6875,"60,0,0,0","1,0,0,0"
14,55,15,40,24.0625,"40,70,0,0","0.5,0.5,0,0"
14,45,15,60,29.0625,"30,60,0,0","0.5,0.5,0,0"
14,55,15,70,37.5,"40,70,0,0","0.5,0.5,0,0"
14,50,10,60,38.4375,"60,40,0,0","0.5,0.5,0,0"
14,50,10,40,22.1875,"60,40,0,0","0.5,0.5,0,0"
14,50,0,50,30.625,"50,0,0,0","1,0,0,0"
14,55,5,50,35.9375,"50,60,0,0","0.5,0.5,0,0"
14,50,20,70,36.25,"30,70,0,0","0.5,0.5,0,0"
14,45,5,50,31.875,"40,50,0,0","0.5,0.5,0,0"
14,40,0,40,21.25,"40,0,0,0","1,0,0,0"
14,45,5,40,25.9375,"40,50,0,0","0.5,0.5,0,0"
14,45,15,30,15.625,"30,60,0,0","0.5,0.5,0,0"
14,50,10,60,38.125,"60,40,0,0","0.5,0.5,0,0"
14,60,0,60,33.125,"60,0,0,0","1,0,0,0"
14,55,5,60,38.125,"50,60,0,0","0.5,0.5,0,0"
14,50,0,50,40,"50,0,0,0","1,0,0,0"
14,50,10,40,25.3125,"60,40,0,0","0.5,0.5,0,0"
14,50,20,30,22.1875,"30,70,0,0","0.5,0.5,0,0"
14,45,5,40,40.625,"40,50,0,0","0.5,0.5,0,0"
14,40,0,40,26.5625,"40,0,0,0","1,0,0,0"
14,55,15,40,30,"40,70,0,0","0.5,0.5,0,0"
14,55,5,50,42.5,"50,60,0,0","0.5,0.5,0,0"
14,45,15,60,38.75,"30,60,0,0","0.5,0.5,0,0"
14,45,5,50,35,"40,50,0,0","0.5,0.5,0,0"
14,30,0,30,29.375,"30,0,0,0","1,0,0,0"
14,55,15,70,59.375,"40,70,0,0","0.5,0.5,0,0"
14,50,20,70,52.5,"30,70,0,0","0.5,0.5,0,0"
14,50,10,40,21.5625,"60,40,0,0","0.5,0.5,0,0"
14,60,0,60,34.0625,"60,0,0,0","1,0,0,0"
14,50,10,60,34.6875,"60,40,0,0","0.5,0.5,0,0"
14,45,5,40,37.1875,"40,50,0,0","0.5,0.5,0,0"
14,55,15,70,55.3125,"40,70,0,0","0.5,0.5,0,0"
14,30,0,30,22.5,"30,0,0,0","1,0,0,0"
14,50,20,30,14.6875,"30,70,0,0","0.5,0.5,0,0"
14,40,0,40,22.8125,"40,0,0,0","1,0,0,0"
14,55,15,40,33.75,"40,70,0,0","0.5,0.5,0,0"
14,45,15,60,43.125,"30,60,0,0","0.5,0.5,0,0"
14,45,5,50,35.9375,"40,50,0,0","0.5,0.5,0,0"
14,45,15,30,17.1875,"30,60,0,0","0.5,0.5,0,0"
14,55,5,60,36.5625,"50,60,0,0","0.5,0.5,0,0"
14,55,5,50,28.75,"50,60,0,0","0.5,0.5,0,0"
14,50,0,50,39.375,"50,0,0,0","1,0,0,0"
14,60,0,60,42.8125,"60,0,0,0","1,0,0,0"
