S,Q,Std,X,R,V,W
5,45,8.2915619759,60,70.625,"30,40,50,60","0.25,0.25,0.25,0.25"
5,55,8.6602540378,60,75.9375,"40,60,0,0","0.25,0.75,0,0"
5,45,8.6602540378,60,60.9375,"40,60,0,0","0.75,0.25,0,0"
5,45,5,40,52.5,"50,40,0,0","0.5,0.5,0,0"
5,55,8.6602540378,50,79.6875,"50,70,0,0","0.75,0.25,0,0"
5,45,5,50,63.125,"50,40,0,0","0.5,0.5,0,0"
5,55,8.2915619759,70,84.6875,"40,50,60,70","0.25,0.25,0.25,0.25"
5,45,8.6602540378,50,78.4375,"50,30,0,0","0.75,0.25,0,0"
5,55,8.6602540378,60,76.25,"40,60,0,0","0.25,0.75,0,0"
5,55,8.6602540378,60,79.0625,"40,60,0,0","0.25,0.75,0,0"
5,40,0,40,47.8125,"40,0,0,0","1,0,0,0"
5,45,8.2915619759,60,59.6875,"30,40,50,60","0.25,0.25,0.25,0.25"
5,55,8.2915619759,40,44.6875,"40,50,60,70","0.25,0.25,0.25,0.25"
5,60,0,60,80,"60,0,0,0","1,0,0,0"
5,45,8.6602540378,60,83.125,"40,60,0,0","0.75,0.25,0,0"
5,55,8.6602540378,40,63.125,"40,60,0,0","0.25,0.75,0,0"
5,55,8.2915619759,60,58.4375,"40,50,60,70","0.25,0.25,0.25,0.25"
5,55,8.6602540378,60,73.75,"40,60,0,0","0.25,0.75,0,0"
5,55,8.6602540378,50,76.25,"50,70,0,0","0.75,0.25,0,0"
5,45,8.6602540378,40,57.1875,"40,60,0,0","0.75,0.25,0,0"
5,30,0,30,39.0625,"30,0,0,0","1,0,0,0"
5,45,8.6602540378,40,49.0625,"40,60,0,0","0.75,0.25,0,0"
5,45,8.6602540378,50,62.1875,"50,30,0,0","0.75,0.25,0,0"
5,45,8.2915619759,30,50.625,"30,40,50,60","0.25,0.25,0.25,0.25"
5,55,8.6602540378,70,89.6875,"50,70,0,0","0.75,0.25,0,0"
5,45,5,40,50.9375,"50,40,0,0","0.5,0.5,0,0"
5,55,5,60,64.0625,"50,60,0,0","0.5,0.5,0,0"
5,45,8.2915619759,50,55.9375,"30,40,50,60","0.25,0.25,0.25,0.25"
5,45,8.2915619759,40,39.375,"30,40,50,60","0.25,0.25,0.25,0.25"
5,50,0,50,55.3125,"50,0,0,0","1,0,0,0"
5,45,8.6602540378,50,61.5625,"50,30,0,0","0.75,0.25,0,0"
5,55,8.6602540378,50,68.125,"50,70,0,0","0.75,0.25,0,0"
5,55,5,50,74.0625,"50,60,0,0","0.5,0.5,0,0"
5,55,8.2915619759,50,67.1875,"40,50,60,70","0.25,0.25,0.25,0.25"
6,45,8.6602540378,30,21.5625,"50,30,0,0","0.75,0.25,0,0"
6,55,8.6602540378,50,58.4375,"50,70,0,0","0.75,0.25,0,0"
6,55,5,60,60.3125,"50,60,0,0","0.5,0.5,0,0"
6,55,8.6602540378,60,40.9375,"40,60,0,0","0.25,0.75,0,0"
6,45,8.2915619759,60,59.375,"30,40,50,60","0.25,0.25,0.25,0.25"
6,50,0,50,49.375,"50,0,0,0","1,0,0,0"
6,55,8.2915619759,60,40.3125,"40,50,60,70","0.25,0.25,0.25,0.25"
6,55,8.6602540378,40,40,"40,60,0,0","0.25,0.75,0,0"
6,45,8.6602540378,50,40.625,"50,30,0,0","0.75,0.25,0,0"
6,45,8.6602540378,40,30.9375,"40,60,0,0","0.75,0.25,0,0"
6,45,8.6602540378,50,31.875,"50,30,0,0","0.75,0.25,0,0"
6,55,5,50,62.8125,"50,60,0,0","0.5,0.5,0,0"
6,45,8.2915619759,30,19.6875,"30,40,50,60","0.25,0.25,0.25,0.25"
6,55,8.6602540378,50,79.375,"50,70,0,0","0.75,0.25,0,0"
6,30,0,30,20.3125,"30,0,0,0","1,0,0,0"
6,45,8.6602540378,60,60.9375,"40,60,0,0","0.75,0.25,0,0"
6,45,5,50,51.25,"50,40,0,0","0.5,0.5,0,0"
6,60,0,60,78.75,"60,0,0,0","1,0,0,0"
6,55,8.2915619759,50,29.375,"40,50,60,70","0.25,0.25,0.25,0.25"
6,40,0,40,39.6875,"40,0,0,0","1,0,0,0"
6,45,8.6602540378,40,30,"40,60,0,0","0.75,0.25,0,0"
6,55,8.6602540378,60,70.625,"40,60,0,0","0.25,0.75,0,0"
6,45,5,40,49.0625,"50,40,0,0","0.5,0.5,0,0"
6,45,8.2915619759,40,50.3125,"30,40,50,60","0.25,0.25,0.25,0.25"
6,55,8.6602540378,50,60.3125,"50,70,0,0","0.75,0.25,0,0"
6,55,8.2915619759,70,91.25,"40,50,60,70","0.25,0.25,0.25,0.25"
6,55,8.6602540378,70,79.375,"50,70,0,0","0.75,0.25,0,0"
6,45,8.6602540378,50,40,"50,30,0,0","0.75,0.25,0,0"
6,55,8.6602540378,60,52.1875,"40,60,0,0","0.25,0.75,0,0"
6,45,8.2915619759,50,30.625,"30,40,50,60","0.25,0.25,0.25,0.25"
6,55,8.2915619759,60,39.375,"40,50,60,70","0.25,0.25,0.25,0.25"
6,55,8.6602540378,40,49.375,"40,60,0,0","0.25,0.75,0,0"
6,55,8.2915619759,70,70.625,"40,50,60,70","0.25,0.25,0.25,0.25"
6,55,8.2915619759,40,36.875,"40,50,60,70","0.25,0.25,0.25,0.25"
6,45,8.6602540378,40,20.9375,"40,60,0,0","0.75,0.25,0,0"
6,45,8.6602540378,40,38.125,"40,60,0,0","0.75,0.25,0,0"
6,55,8.6602540378,70,70.9375,"50,70,0,0","0.75,0.25,0,0"
6,45,8.2915619759,60,40.3125,"30,40,50,60","0.25,0.25,0.25,0.25"
6,55,5,60,30,"50,60,0,0","0.5,0.5,0,0"
6,55,8.6602540378,60,39.0625,"40,60,0,0","0.25,0.75,0,0"
6,45,5,40,48.4375,"50,40,0,0","0.5,0.5,0,0"
6,55,8.6602540378,50,50.625,"50,70,0,0","0.75,0.25,0,0"
6,45,8.6602540378,40,68.4375,"40,60,0,0","0.75,0.25,0,0"
6,45,8.6602540378,50,40.3125,"50,30,0,0","0.75,0.25,0,0"
6,30,0,30,20.3125,"30,0,0,0","1,0,0,0"
6,60,0,60,69.6875,"60,0,0,0","1,0,0,0"
6,45,8.6602540378,50,70,"50,30,0,0","0.75,0.25,0,0"
6,45,8.2915619759,30,25.625,"30,40,50,60","0.25,0.25,0.25,0.25"
6,40,0,40,30,"40,0,0,0","1,0,0,0"
6,55,8.6602540378,60,80.3125,"40,60,0,0","0.25,0.75,0,0"
6,45,8.2915619759,40,30.9375,"30,40,50,60","0.25,0.25,0.25,0.25"
6,45,8.6602540378,30,17.8125,"50,30,0,0","0.75,0.25,0,0"
6,55,8.6602540378,50,48.125,"50,70,0,0","0.75,0.25,0,0"
6,45,8.6602540378,60,37.1875,"40,60,0,0","0.75,0.25,0,0"
6,55,5,50,40,"50,60,0,0","0.5,0.5,0,0"
6,45,5,50,30.625,"50,40,0,0","0.5,0.5,0,0"
6,55,8.6602540378,60,70.3125,"40,60,0,0","0.25,0.75,0,0"
6,45,8.2915619759,50,69.6875,"30,40,50,60","0.25,0.25,0.25,0.25"
6,50,0,50,59.375,"50,0,0,0","1,0,0,0"
6,45,8.6602540378,50,40,"50,30,0,0","0.75,0.25,0,0"
6,55,8.6602540378,50,29.0625,"50,70,0,0","0.75,0.25,0,0"
6,55,8.2915619759,50,49.6875,"40,50,60,70","0.25,0.25,0.25,0.25"
6,45,8.6602540378,60,60.625,"40,60,0,0","0.75,0.25,0,0"
6,45,8.2915619759,40,38.4375,"30,40,50,60","0.25,0.25,0.25,0.25"
6,55,8.6602540378,50,80,"50,70,0,0","0.75,0.25,0,0"
6,55,8.6602540378,60,70.9375,"40,60,0,0","0.25,0.75,0,0"
6,55,8.6602540378,50,50.9375,"50,70,0,0","0.75,0.25,0,0"
6,55,5,50,41.25,"50,60,0,0","0.5,0.5,0,0"
6,55,8.6602540378,60,70.3125,"40,60,0,0","0.25,0.75,0,0"
6,45,8.6602540378,50,58.125,"50,30,0,0","0.75,0.25,0,0"
6,55,8.6602540378,50,38.75,"50,70,0,0","0.75,0.25,0,0"
6,55,8.2915619759,50,80.3125,"40,50,60,70","0.25,0.25,0.25,0.25"
6,45,8.6602540378,50,40.3125,"50,30,0,0","0.75,0.25,0,0"
6,55,8.2915619759,40,29.6875,"40,50,60,70","0.25,0.25,0.25,0.25"
6,45,8.6602540378,50,41.5625,"50,30,0,0","0.75,0.25,0,0"
6,45,8.6602540378,40,62.1875,"40,60,0,0","0.75,0.25,0,0"
6,55,8.6602540378,70,79.0625,"50,70,0,0","0.75,0.25,0,0"
6,50,0,50,58.75,"50,0,0,0","1,0,0,0"
6,55,8.6602540378,60,40,"40,60,0,0","0.25,0.75,0,0"
6,60,0,60,61.25,"60,0,0,0","1,0,0,0"
6,30,0,30,19.6875,"30,0,0,0","1,0,0,0"
6,55,8.2915619759,60,70.9375,"40,50,60,70","0.25,0.25,0.25,0.25"
6,55,5,60,69.6875,"50,60,0,0","0.5,0.5,0,0"
6,45,8.6602540378,30,39.0625,"50,30,0,0","0.75,0.25,0,0"
6,45,5,40,49.375,"50,40,0,0","0.5,0.5,0,0"
6,40,0,40,30,"40,0,0,0","1,0,0,0"
6,55,8.6602540378,40,70,"40,60,0,0","0.25,0.75,0,0"
6,45,8.2915619759,30,18.75,"30,40,50,60","0.25,0.25,0.25,0.25"
6,55,8.2915619759,70,48.75,"40,50,60,70","0.25,0.25,0.25,0.25"
6,45,8.2915619759,60,61.5625,"30,40,50,60","0.25,0.25,0.25,0.25"
6,45,5,50,39.375,"50,40,0,0","0.5,0.5,0,0"
6,45,8.6602540378,40,39.375,"40,60,0,0","0.75,0.25,0,0"
6,45,8.2915619759,50,50.625,"30,40,50,60","0.25,0.25,0.25,0.25"
6,45,8.6602540378,40,60.625,"40,60,0,0","0.75,0.25,0,0"
6,50,0,50,39.6875,"50,0,0,0","1,0,0,0"
6,55,8.6602540378,50,68.4375,"50,70,0,0","0.75,0.25,0,0"
6,60,0,60,60,"60,0,0,0","1,0,0,0"
6,55,8.2915619759,50,39.0625,"40,50,60,70","0.25,0.25,0.25,0.25"
6,30,0,30,19.6875,"30,0,0,0","1,0,0,0"
6,45,8.2915619759,50,49.6875,"30,40,50,60","0.25,0.25,0.25,0.25"
6,45,8.2915619759,30,32.1875,"30,40,50,60","0.25,0.25,0.25,0.25"
6,55,8.2915619759,60,60.3125,"40,50,60,70","0.25,0.25,0.25,0.25"
6,45,8.2915619759,60,74.6875,"30,40,50,60","0.25,0.25,0.25,0.25"
6,45,8.6602540378,40,40.625,"40,60,0,0","0.75,0.25,0,0"
6,55,5,50,40.3125,"50,60,0,0","0.5,0.5,0,0"
6,45,8.6602540378,50,60,"50,30,0,0","0.75,0.25,0,0"
6,55,8.2915619759,40,39.6875,"40,50,60,70","0.25,0.25,0.25,0.25"
6,45,5,50,60.3125,"50,40,0,0","0.5,0.5,0,0"
6,45,8.6602540378,50,40.625,"50,30,0,0","0.75,0.25,0,0"
6,45,8.6602540378,50,50.3125,"50,30,0,0","0.75,0.25,0,0"
6,45,5,40,39.0625,"50,40,0,0","0.5,0.5,0,0"
6,45,8.6602540378,40,30,"40,60,0,0","0.75,0.25,0,0"
6,55,8.6602540378,70,52.5,"50,70,0,0","0.75,0.25,0,0"
6,55,5,60,50.9375,"50,60,0,0","0.5,0.5,0,0"
6,40,0,40,19.0625,"40,0,0,0","1,0,0,0"
6,55,8.6602540378,60,39.6875,"40,60,0,0","0.25,0.75,0,0"
6,45,8.6602540378,60,31.5625,"40,60,0,0","0.75,0.25,0,0"
6,55,8.6602540378,60,39.6875,"40,60,0,0","0.25,0.75,0,0"
6,45,8.2915619759,40,20,"30,40,50,60","0.25,0.25,0.25,0.25"
6,55,8.6602540378,60,30.625,"40,60,0,0","0.25,0.75,0,0"
6,45,8.6602540378,30,19.6875,"50,30,0,0","0.75,0.25,0,0"
6,45,8.6602540378,40,41.875,"40,60,0,0","0.75,0.25,0,0"
6,55,8.6602540378,50,29.0625,"50,70,0,0","0.75,0.25,0,0"
6,55,8.2915619759,70,30.3125,"40,50,60,70","0.25,0.25,0.25,0.25"
6,45,8.6602540378,40,30.9375,"40,60,0,0","0.75,0.25,0,0"
6,45,8.6602540378,40,50.3125,"40,60,0,0","0.75,0.25,0,0"
6,45,8.6602540378,30,20,"50,30,0,0","0.75,0.25,0,0"
6,55,5,50,39.6875,"50,60,0,0","0.5,0.5,0,0"
6,30,0,30,19.6875,"30,0,0,0","1,0,0,0"
6,55,8.6602540378,70,79.6875,"50,70,0,0","0.75,0.25,0,0"
6,55,8.6602540378,50,60.3125,"50,70,0,0","0.75,0.25,0,0"
6,55,8.6602540378,50,52.8125,"50,70,0,0","0.75,0.25,0,0"
6,45,8.2915619759,50,30.625,"30,40,50,60","0.25,0.25,0.25,0.25"
6,45,5,40,30,"50,40,0,0","0.5,0.5,0,0"
6,55,8.6602540378,40,21.25,"40,60,0,0","0.25,0.75,0,0"
6,40,0,40,28.4375,"40,0,0,0","1,0,0,0"
6,55,8.2915619759,40,29.375,"40,50,60,70","0.25,0.25,0.25,0.25"
6,45,8.6602540378,50,49.0625,"50,30,0,0","0.75,0.25,0,0"
6,55,8.6602540378,60,50.625,"40,60,0,0","0.25,0.75,0,0"
6,45,8.6602540378,40,39.6875,"40,60,0,0","0.75,0.25,0,0"
6,55,8.2915619759,50,30.9375,"40,50,60,70","0.25,0.25,0.25,0.25"
6,55,5,60,19.6875,"50,60,0,0","0.5,0.5,0,0"
6,45,8.2915619759,40,20.9375,"30,40,50,60","0.25,0.25,0.25,0.25"
6,45,8.6602540378,50,28.75,"50,30,0,0","0.75,0.25,0,0"
6,55,8.2915619759,60,29.6875,"40,50,60,70","0.25,0.25,0.25,0.25"
6,60,0,60,42.8125,"60,0,0,0","1,0,0,0"
6,45,8.6602540378,50,60.625,"50,30,0,0","0.75,0.25,0,0"
6,55,8.6602540378,60,39.375,"40,60,0,0","0.25,0.75,0,0"
6,55,8.6602540378,50,49.0625,"50,70,0,0","0.75,0.25,0,0"
6,55,8.6602540378,60,30.3125,"40,60,0,0","0.25,0.75,0,0"
6,55,8.2915619759,70,51.5625,"40,50,60,70","0.25,0.25,0.25,0.25"
6,45,5,50,30.9375,"50,40,0,0","0.5,0.5,0,0"
6,45,8.6602540378,60,58.125,"40,60,0,0","0.75,0.25,0,0"
6,45,8.2915619759,60,38.75,"30,40,50,60","0.25,0.25,0.25,0.25"
6,50,0,50,32.5,"50,0,0,0","1,0,0,0"
6,45,8.2915619759,30,19.6875,"30,40,50,60","0.25,0.25,0.25,0.25"
7,55,8.6602540378,40,40,"40,60,0,0","0.25,0.75,0,0"
7,55,8.6602540378,60,60,"40,60,0,0","0.25,0.75,0,0"
7,55,8.2915619759,50,60.3125,"40,50,60,70","0.25,0.25,0.25,0.25"
7,55,8.6602540378,60,59.375,"40,60,0,0","0.25,0.75,0,0"
7,55,8.2915619759,70,60,"40,50,60,70","0.25,0.25,0.25,0.25"
7,45,5,40,49.6875,"50,40,0,0","0.5,0.5,0,0"
7,45,8.6602540378,50,50,"50,30,0,0","0.75,0.25,0,0"
7,55,5,60,50,"50,60,0,0","0.5,0.5,0,0"
7,55,8.6602540378,60,60.625,"40,60,0,0","0.25,0.75,0,0"
7,45,8.6602540378,60,39.0625,"40,60,0,0","0.75,0.25,0,0"
7,55,8.2915619759,60,50,"40,50,60,70","0.25,0.25,0.25,0.25"
7,45,8.6602540378,40,40.3125,"40,60,0,0","0.75,0.25,0,0"
7,45,8.6602540378,50,30,"50,30,0,0","0.75,0.25,0,0"
7,55,8.6602540378,50,50.3125,"50,70,0,0","0.75,0.25,0,0"
7,55,8.6602540378,50,50,"50,70,0,0","0.75,0.25,0,0"
7,45,8.2915619759,60,39.6875,"30,40,50,60","0.25,0.25,0.25,0.25"
7,45,8.6602540378,50,30.3125,"50,30,0,0","0.75,0.25,0,0"
7,45,8.2915619759,30,30,"30,40,50,60","0.25,0.25,0.25,0.25"
7,40,0,40,40.3125,"40,0,0,0","1,0,0,0"
7,55,8.2915619759,40,50,"40,50,60,70","0.25,0.25,0.25,0.25"
7,45,8.6602540378,40,39.6875,"40,60,0,0","0.75,0.25,0,0"
7,30,0,30,30.9375,"30,0,0,0","1,0,0,0"
7,45,8.6602540378,30,29.6875,"50,30,0,0","0.75,0.25,0,0"
7,55,8.6602540378,50,54.375,"50,70,0,0","0.75,0.25,0,0"
7,50,0,50,50,"50,0,0,0","1,0,0,0"
7,45,8.2915619759,40,49.6875,"30,40,50,60","0.25,0.25,0.25,0.25"
7,55,8.6602540378,70,69.375,"50,70,0,0","0.75,0.25,0,0"
7,45,8.2915619759,50,60,"30,40,50,60","0.25,0.25,0.25,0.25"
7,45,8.6602540378,40,49.6875,"40,60,0,0","0.75,0.25,0,0"
7,60,0,60,60,"60,0,0,0","1,0,0,0"
7,55,5,50,59.375,"50,60,0,0","0.5,0.5,0,0"
7,45,5,50,50.3125,"50,40,0,0","0.5,0.5,0,0"
7,55,8.6602540378,60,59.6875,"40,60,0,0","0.25,0.75,0,0"
7,55,8.2915619759,50,50,"40,50,60,70","0.25,0.25,0.25,0.25"
7,30,0,30,20.3125,"30,0,0,0","1,0,0,0"
7,45,8.6602540378,60,50,"40,60,0,0","0.75,0.25,0,0"
7,55,8.6602540378,50,69.6875,"50,70,0,0","0.75,0.25,0,0"
7,40,0,40,44.375,"40,0,0,0","1,0,0,0"
7,55,8.6602540378,60,60,"40,60,0,0","0.25,0.75,0,0"
7,45,5,40,50,"50,40,0,0","0.5,0.5,0,0"
7,45,8.2915619759,50,60,"30,40,50,60","0.25,0.25,0.25,0.25"
7,55,5,60,60.3125,"50,60,0,0","0.5,0.5,0,0"
7,55,8.6602540378,70,70,"50,70,0,0","0.75,0.25,0,0"
7,45,8.2915619759,40,50.3125,"30,40,50,60","0.25,0.25,0.25,0.25"
7,50,0,50,50,"50,0,0,0","1,0,0,0"
7,45,8.6602540378,50,30.3125,"50,30,0,0","0.75,0.25,0,0"
7,45,8.6602540378,30,30.9375,"50,30,0,0","0.75,0.25,0,0"
7,55,8.6602540378,50,69.6875,"50,70,0,0","0.75,0.25,0,0"
7,60,0,60,60.625,"60,0,0,0","1,0,0,0"
7,55,8.6602540378,40,59.6875,"40,60,0,0","0.25,0.75,0,0"
7,45,8.6602540378,40,40.9375,"40,60,0,0","0.75,0.25,0,0"
7,45,8.2915619759,30,30.625,"30,40,50,60","0.25,0.25,0.25,0.25"
7,45,8.6602540378,50,50,"50,30,0,0","0.75,0.25,0,0"
7,55,8.2915619759,40,49.6875,"40,50,60,70","0.25,0.25,0.25,0.25"
7,55,8.6602540378,50,50.3125,"50,70,0,0","0.75,0.25,0,0"
7,55,8.2915619759,60,59.375,"40,50,60,70","0.25,0.25,0.25,0.25"
7,55,8.6602540378,60,60.625,"40,60,0,0","0.25,0.75,0,0"
7,45,8.6602540378,50,50,"50,30,0,0","0.75,0.25,0,0"
7,45,8.6602540378,40,49.6875,"40,60,0,0","0.75,0.25,0,0"
7,55,5,50,59.6875,"50,60,0,0","0.5,0.5,0,0"
7,45,5,50,50,"50,40,0,0","0.5,0.5,0,0"
7,55,8.2915619759,70,71.5625,"40,50,60,70","0.25,0.25,0.25,0.25"
7,45,8.6602540378,40,59.0625,"40,60,0,0","0.75,0.25,0,0"
7,45,8.2915619759,60,49.375,"30,40,50,60","0.25,0.25,0.25,0.25"
7,55,8.6602540378,60,60.3125,"40,60,0,0","0.25,0.75,0,0"
7,30,0,30,20.625,"30,0,0,0","1,0,0,0"
7,55,8.2915619759,50,50.625,"40,50,60,70","0.25,0.25,0.25,0.25"
7,55,8.2915619759,60,60,"40,50,60,70","0.25,0.25,0.25,0.25"
7,45,8.6602540378,40,50.3125,"40,60,0,0","0.75,0.25,0,0"
7,45,8.6602540378,60,59.6875,"40,60,0,0","0.75,0.25,0,0"
7,55,5,50,59.375,"50,60,0,0","0.5,0.5,0,0"
7,45,8.6602540378,40,40.9375,"40,60,0,0","0.75,0.25,0,0"
7,55,8.6602540378,70,70.3125,"50,70,0,0","0.75,0.25,0,0"
7,45,8.6602540378,50,59.375,"50,30,0,0","0.75,0.25,0,0"
7,45,8.6602540378,30,26.5625,"50,30,0,0","0.75,0.25,0,0"
7,55,8.6602540378,60,59.6875,"40,60,0,0","0.25,0.75,0,0"
7,55,8.6602540378,50,64.6875,"50,70,0,0","0.75,0.25,0,0"
7,45,8.6602540378,50,30.3125,"50,30,0,0","0.75,0.25,0,0"
7,55,8.6602540378,40,40,"40,60,0,0","0.25,0.75,0,0"
7,45,8.6602540378,50,49.6875,"50,30,0,0","0.75,0.25,0,0"
7,55,5,60,60.3125,"50,60,0,0","0.5,0.5,0,0"
7,55,8.6602540378,50,50.625,"50,70,0,0","0.75,0.25,0,0"
7,55,8.6602540378,60,60.625,"40,60,0,0","0.25,0.75,0,0"
7,45,5,40,45.625,"50,40,0,0","0.5,0.5,0,0"
7,45,8.2915619759,40,40.9375,"30,40,50,60","0.25,0.25,0.25,0.25"
7,40,0,40,40,"40,0,0,0","1,0,0,0"
7,45,8.6602540378,40,40,"40,60,0,0","0.75,0.25,0,0"
7,60,0,60,60.625,"60,0,0,0","1,0,0,0"
7,50,0,50,50.625,"50,0,0,0","1,0,0,0"
7,55,8.2915619759,40,50,"40,50,60,70","0.25,0.25,0.25,0.25"
7,45,8.2915619759,30,30.9375,"30,40,50,60","0.25,0.25,0.25,0.25"
7,45,8.2915619759,60,50,"30,40,50,60","0.25,0.25,0.25,0.25"
7,55,8.2915619759,70,60.3125,"40,50,60,70","0.25,0.25,0.25,0.25"
7,45,8.2915619759,50,50.3125,"30,40,50,60","0.25,0.25,0.25,0.25"
7,45,5,50,56.5625,"50,40,0,0","0.5,0.5,0,0"
7,55,8.6602540378,50,50.9375,"50,70,0,0","0.75,0.25,0,0"
7,40,0,40,40.625,"40,0,0,0","1,0,0,0"
7,45,8.6602540378,30,30,"50,30,0,0","0.75,0.25,0,0"
7,55,8.2915619759,70,60.3125,"40,50,60,70","0.25,0.25,0.25,0.25"
7,60,0,60,60.625,"60,0,0,0","1,0,0,0"
7,55,5,60,61.25,"50,60,0,0","0.5,0.5,0,0"
7,55,8.6602540378,50,50,"50,70,0,0","0.75,0.25,0,0"
7,55,8.6602540378,60,60,"40,60,0,0","0.25,0.75,0,0"
7,55,5,50,60,"50,60,0,0","0.5,0.5,0,0"
7,45,8.6602540378,60,60.625,"40,60,0,0","0.75,0.25,0,0"
7,55,8.2915619759,60,70.3125,"40,50,60,70","0.25,0.25,0.25,0.25"
7,50,0,50,50,"50,0,0,0","1,0,0,0"
7,45,8.6602540378,40,40,"40,60,0,0","0.75,0.25,0,0"
7,45,8.2915619759,30,30,"30,40,50,60","0.25,0.25,0.25,0.25"
7,45,8.6602540378,50,49.375,"50,30,0,0","0.75,0.25,0,0"
7,45,8.2915619759,60,59.0625,"30,40,50,60","0.25,0.25,0.25,0.25"
7,55,8.2915619759,50,69.6875,"40,50,60,70","0.25,0.25,0.25,0.25"
7,45,8.6602540378,40,50.3125,"40,60,0,0","0.75,0.25,0,0"
7,45,8.2915619759,40,50,"30,40,50,60","0.25,0.25,0.25,0.25"
7,55,8.6602540378,70,70,"50,70,0,0","0.75,0.25,0,0"
7,55,8.2915619759,40,60,"40,50,60,70","0.25,0.25,0.25,0.25"
7,45,8.6602540378,40,50.3125,"40,60,0,0","0.75,0.25,0,0"
7,55,8.6602540378,60,60.3125,"40,60,0,0","0.25,0.75,0,0"
7,45,8.2915619759,50,35.3125,"30,40,50,60","0.25,0.25,0.25,0.25"
7,45,8.6602540378,50,50,"50,30,0,0","0.75,0.25,0,0"
7,45,5,50,49.6875,"50,40,0,0","0.5,0.5,0,0"
7,45,5,40,30,"50,40,0,0","0.5,0.5,0,0"
7,55,8.6602540378,40,60,"40,60,0,0","0.25,0.75,0,0"
7,55,8.6602540378,50,49.6875,"50,70,0,0","0.75,0.25,0,0"
7,55,8.6602540378,60,59.6875,"40,60,0,0","0.25,0.75,0,0"
7,45,8.6602540378,50,50,"50,30,0,0","0.75,0.25,0,0"
7,30,0,30,29.6875,"30,0,0,0","1,0,0,0"
7,55,8.6602540378,50,69.6875,"50,70,0,0","0.75,0.25,0,0"
7,45,8.6602540378,50,50,"50,30,0,0","0.75,0.25,0,0"
7,55,5,60,59.6875,"50,60,0,0","0.5,0.5,0,0"
7,55,8.6602540378,60,59.6875,"40,60,0,0","0.25,0.75,0,0"
7,45,8.2915619759,40,50,"30,40,50,60","0.25,0.25,0.25,0.25"
7,45,8.6602540378,50,50,"50,30,0,0","0.75,0.25,0,0"
7,50,0,50,50.625,"50,0,0,0","1,0,0,0"
7,45,8.2915619759,50,61.25,"30,40,50,60","0.25,0.25,0.25,0.25"
7,40,0,40,45.625,"40,0,0,0","1,0,0,0"
7,55,5,50,59.6875,"50,60,0,0","0.5,0.5,0,0"
7,55,8.6602540378,40,60.3125,"40,60,0,0","0.25,0.75,0,0"
7,30,0,30,28.4375,"30,0,0,0","1,0,0,0"
7,55,8.6602540378,50,54.6875,"50,70,0,0","0.75,0.25,0,0"
7,55,8.6602540378,60,60.3125,"40,60,0,0","0.25,0.75,0,0"
7,55,8.2915619759,60,64.375,"40,50,60,70","0.25,0.25,0.25,0.25"
7,45,8.6602540378,40,60.3125,"40,60,0,0","0.75,0.25,0,0"
7,55,8.6602540378,70,70,"50,70,0,0","0.75,0.25,0,0"
7,55,8.6602540378,50,70,"50,70,0,0","0.75,0.25,0,0"
7,45,5,40,49.6875,"50,40,0,0","0.5,0.5,0,0"
7,45,5,50,39.6875,"50,40,0,0","0.5,0.5,0,0"
7,45,8.6602540378,40,50,"40,60,0,0","0.75,0.25,0,0"
7,45,8.6602540378,50,50,"50,30,0,0","0.75,0.25,0,0"
7,45,8.2915619759,30,29.6875,"30,40,50,60","0.25,0.25,0.25,0.25"
7,45,8.6602540378,30,29.6875,"50,30,0,0","0.75,0.25,0,0"
7,45,8.6602540378,60,60,"40,60,0,0","0.75,0.25,0,0"
7,55,8.2915619759,50,59.6875,"40,50,60,70","0.25,0.25,0.25,0.25"
7,45,8.2915619759,60,59.375,"30,40,50,60","0.25,0.25,0.25,0.25"
7,55,8.2915619759,70,69.6875,"40,50,60,70","0.25,0.25,0.25,0.25"
7,60,0,60,60.3125,"60,0,0,0","1,0,0,0"
7,55,8.6602540378,50,50.625,"50,70,0,0","0.75,0.25,0,0"
7,55,8.2915619759,40,56.5625,"40,50,60,70","0.25,0.25,0.25,0.25"
7,55,8.6602540378,60,60.3125,"40,60,0,0","0.25,0.75,0,0"
7,45,8.6602540378,40,40.625,"40,60,0,0","0.75,0.25,0,0"
8,45,8.6602540378,50,48.75,"50,30,0,0","0.75,0.25,0,0"
8,40,0,40,28.75,"40,0,0,0","1,0,0,0"
8,50,0,50,30.9375,"50,0,0,0","1,0,0,0"
8,45,8.2915619759,30,29.375,"30,40,50,60","0.25,0.25,0.25,0.25"
8,55,8.6602540378,50,61.25,"50,70,0,0","0.75,0.25,0,0"
8,55,8.6602540378,60,68.75,"40,60,0,0","0.25,0.75,0,0"
8,45,8.6602540378,40,29.0625,"40,60,0,0","0.75,0.25,0,0"
8,45,5,50,40.625,"50,40,0,0","0.5,0.5,0,0"
8,45,5,40,40.3125,"50,40,0,0","0.5,0.5,0,0"
8,45,8.2915619759,40,50,"30,40,50,60","0.25,0.25,0.25,0.25"
8,45,8.2915619759,50,46.5625,"30,40,50,60","0.25,0.25,0.25,0.25"
8,55,8.2915619759,70,56.875,"40,50,60,70","0.25,0.25,0.25,0.25"
8,45,8.6602540378,40,29.0625,"40,60,0,0","0.75,0.25,0,0"
8,45,8.6602540378,50,46.5625,"50,30,0,0","0.75,0.25,0,0"
